Facility_Name,2019_in_DA_stray,2019_in_DJ_stray,2019_in_CA_stray,2019_in_CJ_stray,2019_in_DA_relinq,2019_in_DJ_relinq,2019_in_CA_relinq,2019_in_CJ_relinq,2019_in_DA_CO,2019_in_DJ_CO,2019_in_CA_CO,2019_in_CJ_CO,2019_in_DA_OOS,2019_in_DJ_OOS,2019_in_CA_OOS,2019_in_CJ_OOS,2019_in_DA_other,2019_in_DJ_other,2019_in_CA_other,2019_in_CJ_other,2019_out_DA_adopt,2019_out_DJ_adopt,2019_out_CA_adopt,2019_out_CJ_adopt,2019_out_DA_return,2019_out_DJ_return,2019_out_CA_return,2019_out_CJ_return,2019_out_DA_CO,2019_out_DJ_CO,2019_out_CA_CO,2019_out_CJ_CO,2019_out_DA_OOS,2019_out_DJ_OOS,2019_out_CA_OOS,2019_out_CJ_OOS,2019_out_DA_other,2019_out_DJ_other,2019_out_CA_other,2019_out_CJ_other
"Gunnison Underdog Rescue, Inc.",4.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,24.0,5.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gunnison Valley Animal Welfare League, Inc.",93.0,1.0,14.0,5.0,32.0,2.0,31.0,21.0,1.0,0.0,22.0,44.0,0.0,4.0,0.0,0.0,3.0,2.0,13.0,0.0,33.0,8.0,55.0,65.0,92.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0
Happy Cats Haven,0.0,0.0,203.0,97.0,0.0,0.0,149.0,88.0,0.0,0.0,49.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,384.0,35.0,0.0,0.0,383.0,278.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,21.0
Harley's Dream,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harley's Hope Foundation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harmony Animal Matchmaker and Sanctuary,0.0,0.0,0.0,0.0,59.0,4.0,0.0,0.0,22.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"HearthFire Enterprises, Inc dba Happy Haven Farm & Sanctuary",0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
High Country Basset Hound Rescue,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Highway Hounds Rescue & Transport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ho-Bo Care Boxer Rescue,1.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,207.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Home Sweet Home Rescue, LLC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Homeward Bound Rescue of Colorado,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hope For Animals-Clear Creek Rescue,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Humane Society of Boulder Valley,686.0,38.0,349.0,251.0,678.0,34.0,516.0,171.0,211.0,37.0,165.0,259.0,749.0,834.0,185.0,202.0,365.0,67.0,103.0,24.0,1720.0,1001.0,989.0,859.0,660.0,11.0,184.0,5.0,20.0,4.0,3.0,0.0,10.0,0.0,1.0,0.0,73.0,2.0,20.0,0.0
Humane Society of Fremont County,267.0,37.0,144.0,107.0,178.0,19.0,117.0,34.0,33.0,0.0,14.0,9.0,0.0,10.0,0.0,0.0,353.0,12.0,31.0,7.0,255.0,38.0,172.0,82.0,461.0,12.0,13.0,2.0,139.0,26.0,158.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Humane Society Of Moab Valley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Humane Society of Pagosa Springs,216.0,42.0,65.0,49.0,45.0,29.0,11.0,19.0,9.0,15.0,0.0,0.0,18.0,15.0,5.0,0.0,39.0,4.0,28.0,20.0,100.0,58.0,70.0,69.0,178.0,9.0,12.0,0.0,41.0,22.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Humane Society of the Pikes Peak Region,4245.0,199.0,2434.0,1064.0,1601.0,174.0,1487.0,770.0,567.0,313.0,97.0,327.0,983.0,635.0,0.0,0.0,858.0,123.0,1362.0,132.0,4321.0,1392.0,2615.0,1613.0,3004.0,53.0,402.0,19.0,141.0,16.0,244.0,291.0,6.0,0.0,0.0,0.0,0.0,0.0,1316.0,78.0
Humane Society of the Pikes Peak Region - Pueblo,1342.0,80.0,503.0,699.0,353.0,84.0,297.0,207.0,8.0,11.0,18.0,18.0,6.0,12.0,0.0,0.0,108.0,9.0,316.0,83.0,465.0,78.0,318.0,198.0,849.0,29.0,46.0,1.0,257.0,68.0,197.0,540.0,2.0,0.0,0.0,1.0,0.0,0.0,347.0,93.0
"Humane Society of the South Platte Valley, Inc.",346.0,13.0,78.0,57.0,136.0,16.0,75.0,31.0,49.0,10.0,5.0,31.0,331.0,89.0,65.0,62.0,48.0,1.0,4.0,18.0,628.0,131.0,167.0,191.0,265.0,5.0,29.0,1.0,20.0,0.0,14.0,4.0,8.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0
Humane Society of Weld County,421.0,25.0,352.0,385.0,192.0,30.0,95.0,15.0,3.0,8.0,0.0,0.0,75.0,79.0,0.0,0.0,1292.0,29.0,236.0,128.0,982.0,150.0,531.0,342.0,969.0,21.0,31.0,5.0,44.0,1.0,32.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Hutchinson Animal Shelter,502.0,228.0,318.0,555.0,195.0,61.0,146.0,235.0,0.0,0.0,0.0,0.0,12.0,5.0,0.0,0.0,47.0,21.0,15.0,12.0,262.0,164.0,222.0,283.0,323.0,81.0,22.0,14.0,16.0,11.0,20.0,13.0,70.0,35.0,23.0,83.0,0.0,0.0,0.0,0.0
Indigo Mountain Nature Center,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Innocent Paws Puppy Rescue,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,114.0,0.0,0.0,0.0,26.0,0.0,0.0,12.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"International Hearing Dog, Inc",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0
Intuitive Dog Training LLC,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iResQ,0.0,0.0,0.0,0.0,6.0,21.0,0.0,0.0,13.0,89.0,0.0,0.0,61.0,252.0,7.0,16.0,0.0,0.0,0.0,0.0,66.0,346.0,4.0,16.0,0.0,0.0,0.0,0.0,10.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Izzy's Place Senior Dog Rescue ,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jailbreak Husky Rescue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jemez Valley Animal Amigos,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
JJ's Helping Paws,0.0,0.0,0.0,0.0,0.0,0.0,122.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,11.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,101.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josephine Tullio dba The Tullios,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Katmandu Paonia,0.0,0.0,9.0,50.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kristen Schnobrich dba Rocky Mtn German Shorthaired Pointer Rescue,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L.O.L.A.'S Rescue,0.0,0.0,0.0,0.0,41.0,11.0,12.0,24.0,8.0,0.0,4.0,9.0,135.0,166.0,71.0,309.0,0.0,37.0,0.0,0.0,165.0,184.0,72.0,329.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Plata County Humane Society,574.0,68.0,252.0,365.0,285.0,113.0,212.0,207.0,95.0,64.0,27.0,42.0,37.0,44.0,4.0,7.0,23.0,0.0,109.0,4.0,515.0,262.0,421.0,516.0,420.0,10.0,46.0,1.0,16.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,88.0,15.0
Lamar Animal Shelter,291.0,63.0,0.0,0.0,65.0,23.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,89.0,34.0,0.0,0.0,226.0,17.0,0.0,0.0,54.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Larimer Humane Society,1287.0,39.0,959.0,338.0,735.0,37.0,653.0,195.0,73.0,58.0,14.0,22.0,121.0,99.0,103.0,79.0,302.0,19.0,108.0,70.0,712.0,229.0,1161.0,498.0,1064.0,8.0,239.0,4.0,71.0,2.0,118.0,33.0,3.0,0.0,0.0,0.0,216.0,4.0,52.0,27.0
Life is Better Rescue,0.0,0.0,0.0,1.0,5.0,0.0,3.0,3.0,19.0,9.0,11.0,84.0,44.0,95.0,143.0,128.0,0.0,0.0,0.0,0.0,62.0,95.0,164.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lifeline Pet Rescue,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,9.0,155.0,0.0,0.0,144.0,1558.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,1672.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lisa Haas dba Western Australian Shepherd Rescue,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lisa Parker's Puppies,0.0,0.0,0.0,0.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Little Rescue on the Prairie,2.0,0.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logan County Humane Society,212.0,14.0,51.0,88.0,42.0,0.0,26.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,6.0,9.0,0.0,43.0,7.0,12.0,20.0,154.0,7.0,10.0,2.0,84.0,3.0,48.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loma Cat House,0.0,0.0,75.0,153.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,77.0
Longmont Friends of Feral & Abandoned Cats,0.0,0.0,0.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,72.0,0.0,0.0,9.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0
Longmont Humane Society,916.0,29.0,431.0,367.0,379.0,13.0,286.0,45.0,117.0,14.0,128.0,86.0,362.0,120.0,95.0,100.0,154.0,10.0,21.0,0.0,1129.0,163.0,783.0,552.0,649.0,7.0,86.0,1.0,18.0,7.0,10.0,11.0,12.0,0.0,0.0,0.0,62.0,1.0,21.0,0.0
"Lost Our Home Pet Rescue of Western Colorado, Inc.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,11.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Low Riders of the West,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,189.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucille's Voice Animal Education and Emergency Rescue Center,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucky Day Animal Rescue of Colorado,8.0,1.0,0.0,0.0,16.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,31.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,41.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Majestic Canine Rescue,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MaxFund Inc Cat Shelter,0.0,0.0,120.0,158.0,0.0,0.0,266.0,76.0,0.0,0.0,23.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,51.0,1.0,0.0,0.0,441.0,100.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MaxFund Inc Dog Shelter,63.0,15.0,0.0,0.0,154.0,50.0,0.0,0.0,64.0,59.0,0.0,0.0,88.0,66.0,0.0,0.0,60.0,4.0,0.0,0.0,405.0,192.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0
McKinley County Humane Society,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mesa County Animal Services,1013.0,107.0,108.0,159.0,321.0,13.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,40.0,30.0,32.0,711.0,21.0,10.0,0.0,336.0,53.0,52.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miami Animal Alliance ,12.0,3.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MidAmerica Boston Terrier Rescue,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,9.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mile High Canine Rescue, Inc.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mile High Dachshunds Rescue,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mile High German Shorthaired Pointer Rescue,2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mile High Labrador Retriever Mission,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moms and Mutts Colorado Rescue,0.0,0.0,0.0,0.0,5.0,45.0,0.0,0.0,0.0,10.0,0.0,0.0,107.0,1914.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,1991.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mother Gaia Animal Rescue,0.0,0.0,0.0,4.0,2.0,1.0,9.0,9.0,2.0,0.0,2.0,0.0,48.0,27.0,37.0,53.0,0.0,0.0,0.0,0.0,59.0,27.0,42.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mountain High Collie & Sheltie Rescue,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mountain High Service Dogs Inc,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mountain Pet Rescue,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,102.0,114.0,0.0,0.0,6.0,0.0,0.0,0.0,131.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My Fairy Dawg Mother Rescue,0.0,0.0,0.0,0.0,14.0,17.0,0.0,0.0,7.0,1.0,0.0,0.0,55.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My Second Home Rescue,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,46.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Natalia Kelley dba Colorado Animal Care Foundation - CACF,0.0,0.0,0.0,0.0,126.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
National Mill Dog Rescue,3.0,3.0,0.0,0.0,21.0,0.0,0.0,0.0,14.0,13.0,0.0,0.0,863.0,72.0,0.0,0.0,52.0,11.0,0.0,0.0,705.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,31.0,0.0,0.0,181.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Nebraska Humane Society,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Hope Cattle Dogs Rescue & Rehoming,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,266.0,50.0,0.0,0.0,0.0,59.0,0.0,0.0,275.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Hope Rescue Inc.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,93.0,60.0,50.0,0.0,8.0,0.0,0.0,194.0,84.0,64.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikenos Second Chances,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No Hound Unhomed,0.0,0.0,0.0,0.0,33.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,63.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
